Sentence,Output
" Dr Leon Coward asserts the book ' suffers ' from readings which reflect today 's fascination with postmodernism and psychology , rather than delving into an historically informed interpretation , and speculates that this has been partly driven by audiences encountering the narrative through a ' second-hand ' source , explaining our impressions of the original text are based on a multiplicity of reinterpretations"," Dr [Name] asserts the book ' suffers ' from readings which reflect today 's fascination with postmodernism and psychology , rather than delving into an historically informed interpretation , and speculates that this has been partly driven by audiences encountering the narrative through a ' second-hand ' source , explaining our impressions of the original text are based on a multiplicity of reinterpretations"
" At the age of 15 , he began to study advanced calculus under the renowned analyst Gábor Szegő"," At the age of 15 , he began to study advanced calculus under the renowned analyst [Name]"
" Also included are songs by Muddy Waters , Prince ( DMSR ) , Jeff Beck , Journey , Phil Collins ( In the Air Tonight ) , and the song for which the film is best known , Old Time Rock and Roll by Bob Seger"," Also included are songs by [Name] , Prince ( DMSR ) , [Name] , Journey , [Name] ( In the Air Tonight ) , and the song for which the film is best known , Old Time Rock and Roll by [Name]"
 The book was adapted as a radio drama by Felix Felton, The book was adapted as a radio drama by [Name]
" While the roots of formalised logic go back to Aristotle , the end of the 19th and early 20th centuries saw the development of modern logic and formalised mathematics"," While the roots of formalised logic go back to [Name] , the end of the 19th and early 20th centuries saw the development of modern logic and formalised mathematics"
" When Giuseppe Lucchini 's Formula One program came to an end in 1993 , the team attempted to return to the smaller racing championships from which they had started"," When [Name] 's Formula One program came to an end in 1993 , the team attempted to return to the smaller racing championships from which they had started"
" The following year , Secretary of the Treasury Alexander Hamilton introduced an ambitious economic program that called for the federal assumption of state debts and the funding of that debt through the issuance of federal securities"," The following year , Secretary of the Treasury [Name] introduced an ambitious economic program that called for the federal assumption of state debts and the funding of that debt through the issuance of federal securities"
" This approach was continued by Russell and Whitehead in their influential Principia Mathematica , first published 1910 – 1913 , and with a revised second edition in 1927"," This approach was continued by [Name] and [Name] in their influential Principia Mathematica , first published 1910 – 1913 , and with a revised second edition in 1927"
" In July 2005 , Prime Minister Thaksin Shinawatra assumed wide-ranging emergency powers to deal with the southern violence , but the insurgency escalated further"," In July 2005 , Prime Minister [Name] assumed wide-ranging emergency powers to deal with the southern violence , but the insurgency escalated further"
" Russell and Whitehead thought they could derive all mathematical truth using axioms and inference rules of formal logic , in principle opening up the process to automatisation"," [Name] and [Name] thought they could derive all mathematical truth using axioms and inference rules of formal logic , in principle opening up the process to automatisation"
" Following the war , from 1960 to 1964 , Derrida taught philosophy at the Sorbonne , where he was an assistant of Suzanne Bachelard ( daughter of Gaston ) , Georges Canguilhem , Paul Ricœur ( who in these years coined the term school of suspicion ) and Jean Wahl"," Following the war , from 1960 to 1964 , [Name] taught philosophy at the Sorbonne , where he was an assistant of [Name] ( daughter of [Name] ) , [Name] , [Name] ( who in these years coined the term school of suspicion ) and [Name]"
" Starting in 1972 , Derrida produced on average more than one book per year"," Starting in 1972 , [Name] produced on average more than one book per year"
" Communists under the leadership of Nur Muhammad Taraki seized power in Afghanistan on April 27 , 1978"," Communists under the leadership of [Name] seized power in Afghanistan on April 27 , 1978"
" In 1920 , Thoralf Skolem simplified a previous result by Leopold Löwenheim , leading to the Löwenheim–Skolem theorem and , in 1930 , to the notion of a Herbrand universe and a Herbrand interpretation that allowed ( un ) satisfiability of first-order formulas ( and hence the validity of a theorem ) to be reduced to ( potentially infinitely many ) propositional satisfiability problems"," In 1920 , [Name] simplified a previous result by [Name] , leading to the [Name] theorem and , in 1930 , to the notion of a [Name] universe and a [Name] interpretation that allowed ( un ) satisfiability of first-order formulas ( and hence the validity of a theorem ) to be reduced to ( potentially infinitely many ) propositional satisfiability problems"
 He successfully defended many people accused of notorious murders and became known as The Great Defender, He successfully defended many people accused of notorious murders and became known as The [Name]
" In 1929 , Mojżesz Presburger showed that the theory of natural numbers with addition and equality ( now called Presburger arithmetic in his honor ) is decidable and gave an algorithm that could determine if a given sentence in the language was true or false"," In 1929 , [Name] showed that the theory of natural numbers with addition and equality ( now called [Name] arithmetic in his honor ) is decidable and gave an algorithm that could determine if a given sentence in the language was true or false"
